bug_id,project,category,repo_url,buggy_commit,fixed_commit,failing_tests,passing_tests,oracle,notes,formula,found,best_rank,worst_tie_rank,average_tie_rank,tie_size,exam_best,exam_worst_tie,wasted_effort_best,top1,top3,top5,top10,ranked_lines,best_oracle_file,best_oracle_line,best_oracle_text,metrics_status
brotli-fill-bit-window-panic,brotli-decompressor,panic-error-handling,https://github.com/dropbox/rust-brotli-decompressor,0045b6e18a91b12937ffc45a7a4f934ffeab7d2e,d82932e686d4a73c73b8aa3b96b01c8255e438ed,manual_bit_window_overflow,manual_empty_input; manual_short_input,src/bit_reader/mod.rs:137; src/bit_reader/mod.rs:575,BrotliFillBitWindow panicked on specific bit-reader state. Reconstructed from upstream fix.,dstar2,true,21,713,357.000000,713,0.006054,0.205535,20,false,false,false,false,3469,src/bit_reader/mod.rs,137,if (n_bits <= 8) {,ok
brotli-fill-bit-window-panic,brotli-decompressor,panic-error-handling,https://github.com/dropbox/rust-brotli-decompressor,0045b6e18a91b12937ffc45a7a4f934ffeab7d2e,d82932e686d4a73c73b8aa3b96b01c8255e438ed,manual_bit_window_overflow,manual_empty_input; manual_short_input,src/bit_reader/mod.rs:137; src/bit_reader/mod.rs:575,BrotliFillBitWindow panicked on specific bit-reader state. Reconstructed from upstream fix.,tarantula,true,21,713,357.000000,713,0.006054,0.205535,20,false,false,false,false,3469,src/bit_reader/mod.rs,137,if (n_bits <= 8) {,ok
cargo-metadata-root-package-no-deps,cargo_metadata,panic-error-handling,https://github.com/oli-obk/cargo_metadata,12c913f796f8778692a519eea9ad4ba8a4a05a97,725f8d99b32ed45e547a4afc993de34663f512ad,manual_root_package_no_deps,manual_root_package_with_deps; manual_workspace_packages,src/lib.rs:160,root_package() panicked when no_deps omitted the resolve graph. Reconstructed from upstream PR #203.,ochiai,true,6,7,6.000000,3,0.034682,0.040462,5,false,false,false,true,173,src/lib.rs,160,let root = self.resolve.as_ref()?.root.as_ref()?;,ok
cargo-metadata-root-package-no-deps,cargo_metadata,panic-error-handling,https://github.com/oli-obk/cargo_metadata,12c913f796f8778692a519eea9ad4ba8a4a05a97,725f8d99b32ed45e547a4afc993de34663f512ad,manual_root_package_no_deps,manual_root_package_with_deps; manual_workspace_packages,src/lib.rs:160,root_package() panicked when no_deps omitted the resolve graph. Reconstructed from upstream PR #203.,dstar2,true,6,7,6.000000,3,0.034682,0.040462,5,false,false,false,true,173,src/lib.rs,160,let root = self.resolve.as_ref()?.root.as_ref()?;,ok
cargo-metadata-root-package-no-deps,cargo_metadata,panic-error-handling,https://github.com/oli-obk/cargo_metadata,12c913f796f8778692a519eea9ad4ba8a4a05a97,725f8d99b32ed45e547a4afc993de34663f512ad,manual_root_package_no_deps,manual_root_package_with_deps; manual_workspace_packages,src/lib.rs:160,root_package() panicked when no_deps omitted the resolve graph. Reconstructed from upstream PR #203.,tarantula,true,6,7,6.000000,3,0.034682,0.040462,5,false,false,false,true,173,src/lib.rs,160,let root = self.resolve.as_ref()?.root.as_ref()?;,ok
num-bigint-lcm-zero-panic,num-bigint,generic-trait,https://github.com/rust-num/num-bigint,3e3487648685dbf4d447fe60ebb1bd4e706038eb,500d250b253f1f256135483480a0b7071d61907a,manual_lcm_zero_zero,manual_lcm_nonzero; manual_lcm_one_zero,src/bigint.rs:2191,"lcm(0,0) panicked with division by zero. Reconstructed from upstream fix.",ochiai,true,16,63,38.000000,51,0.005424,0.021356,15,false,false,false,false,2950,src/bigint.rs,2191,"BigInt::from_biguint(Plus, self.data.lcm(&other.data))",ok
num-bigint-lcm-zero-panic,num-bigint,generic-trait,https://github.com/rust-num/num-bigint,3e3487648685dbf4d447fe60ebb1bd4e706038eb,500d250b253f1f256135483480a0b7071d61907a,manual_lcm_zero_zero,manual_lcm_nonzero; manual_lcm_one_zero,src/bigint.rs:2191,"lcm(0,0) panicked with division by zero. Reconstructed from upstream fix.",dstar2,true,16,63,38.000000,51,0.005424,0.021356,15,false,false,false,false,2950,src/bigint.rs,2191,"BigInt::from_biguint(Plus, self.data.lcm(&other.data))",ok
num-bigint-lcm-zero-panic,num-bigint,generic-trait,https://github.com/rust-num/num-bigint,3e3487648685dbf4d447fe60ebb1bd4e706038eb,500d250b253f1f256135483480a0b7071d61907a,manual_lcm_zero_zero,manual_lcm_nonzero; manual_lcm_one_zero,src/bigint.rs:2191,"lcm(0,0) panicked with division by zero. Reconstructed from upstream fix.",tarantula,true,16,63,38.000000,51,0.005424,0.021356,15,false,false,false,false,2950,src/bigint.rs,2191,"BigInt::from_biguint(Plus, self.data.lcm(&other.data))",ok
strsim-jaro-single-char-panic,strsim,panic-error-handling,https://github.com/rapidfuzz/strsim-rs,819e3e2fd51bc14386161444f6fbb727e764becb,3dfff3d4339e205651e99cab4ad8e193c07eaf83,manual_jaro_one_char,jaro_diff_one_and_two; jaro_diff_no_transposition,src/lib.rs:51; src/lib.rs:53,Jaro/Jaro-Winkler panicked on single-character strings due to integer overflow. Reconstructed from upstream PR #6.,ochiai,true,5,21,11.000000,21,0.039370,0.165354,4,false,false,true,true,127,src/lib.rs,51,if a_len == 0 || b_len == 0 { return 0.0; },ok
strsim-jaro-single-char-panic,strsim,panic-error-handling,https://github.com/rapidfuzz/strsim-rs,819e3e2fd51bc14386161444f6fbb727e764becb,3dfff3d4339e205651e99cab4ad8e193c07eaf83,manual_jaro_one_char,jaro_diff_one_and_two; jaro_diff_no_transposition,src/lib.rs:51; src/lib.rs:53,Jaro/Jaro-Winkler panicked on single-character strings due to integer overflow. Reconstructed from upstream PR #6.,dstar2,true,5,21,11.000000,21,0.039370,0.165354,4,false,false,true,true,127,src/lib.rs,51,if a_len == 0 || b_len == 0 { return 0.0; },ok
strsim-jaro-single-char-panic,strsim,panic-error-handling,https://github.com/rapidfuzz/strsim-rs,819e3e2fd51bc14386161444f6fbb727e764becb,3dfff3d4339e205651e99cab4ad8e193c07eaf83,manual_jaro_one_char,jaro_diff_one_and_two; jaro_diff_no_transposition,src/lib.rs:51; src/lib.rs:53,Jaro/Jaro-Winkler panicked on single-character strings due to integer overflow. Reconstructed from upstream PR #6.,tarantula,true,5,21,11.000000,21,0.039370,0.165354,4,false,false,true,true,127,src/lib.rs,51,if a_len == 0 || b_len == 0 { return 0.0; },ok
md5-length-overflow,md5,panic-error-handling,https://github.com/stainless-steel/md5,7ed5d4aab727232bbb0ac680870740aca23d4368,699f0ec7916ee319d6a92866069f539c88b09534,manual_length_overflow_handled,manual_normal_hash; manual_empty_hash,src/lib.rs:118,MD5 length counter overflowed on large inputs. Reconstructed from upstream issue #11/PR #12.,ochiai,true,20,100,55.500000,90,0.134228,0.671141,19,false,false,false,false,149,src/lib.rs,118,if (self.handled[0] + (length << 3)) < self.handled[0] {,ok
md5-length-overflow,md5,panic-error-handling,https://github.com/stainless-steel/md5,7ed5d4aab727232bbb0ac680870740aca23d4368,699f0ec7916ee319d6a92866069f539c88b09534,manual_length_overflow_handled,manual_normal_hash; manual_empty_hash,src/lib.rs:118,MD5 length counter overflowed on large inputs. Reconstructed from upstream issue #11/PR #12.,dstar2,true,20,100,55.500000,90,0.134228,0.671141,19,false,false,false,false,149,src/lib.rs,118,if (self.handled[0] + (length << 3)) < self.handled[0] {,ok
md5-length-overflow,md5,panic-error-handling,https://github.com/stainless-steel/md5,7ed5d4aab727232bbb0ac680870740aca23d4368,699f0ec7916ee319d6a92866069f539c88b09534,manual_length_overflow_handled,manual_normal_hash; manual_empty_hash,src/lib.rs:118,MD5 length counter overflowed on large inputs. Reconstructed from upstream issue #11/PR #12.,tarantula,true,20,100,55.500000,90,0.134228,0.671141,19,false,false,false,false,149,src/lib.rs,118,if (self.handled[0] + (length << 3)) < self.handled[0] {,ok
gimli-dwarf-indirect-implicit-const,gimli,panic-error-handling,https://github.com/gimli-rs/gimli,73c43d41249d24b05b6eb33863efd1fff6968d05,f02056b9dfbb4cfee4c4d110ab7ca5a2e9cc88c8,manual_dwarf_indirect_implicit_const,leb128_u16; leb128_i32,src/read/abbrev.rs:413; src/read/mod.rs:385; src/read/mod.rs:529; src/read/unit.rs:2204,DWARF abbreviation parser panicked on DW_FORM_indirect + DW_FORM_implicit_const. Reconstructed from upstream issue #501/PR #502.,ochiai,true,142,373,187.000000,373,0.015889,0.041737,141,false,false,false,false,8937,src/read/abbrev.rs,413,pub fn implicit_const_value(&self) -> i64 {,ok
gimli-dwarf-indirect-implicit-const,gimli,panic-error-handling,https://github.com/gimli-rs/gimli,73c43d41249d24b05b6eb33863efd1fff6968d05,f02056b9dfbb4cfee4c4d110ab7ca5a2e9cc88c8,manual_dwarf_indirect_implicit_const,leb128_u16; leb128_i32,src/read/abbrev.rs:413; src/read/mod.rs:385; src/read/mod.rs:529; src/read/unit.rs:2204,DWARF abbreviation parser panicked on DW_FORM_indirect + DW_FORM_implicit_const. Reconstructed from upstream issue #501/PR #502.,dstar2,true,142,373,187.000000,373,0.015889,0.041737,141,false,false,false,false,8937,src/read/abbrev.rs,413,pub fn implicit_const_value(&self) -> i64 {,ok
gimli-dwarf-indirect-implicit-const,gimli,panic-error-handling,https://github.com/gimli-rs/gimli,73c43d41249d24b05b6eb33863efd1fff6968d05,f02056b9dfbb4cfee4c4d110ab7ca5a2e9cc88c8,manual_dwarf_indirect_implicit_const,leb128_u16; leb128_i32,src/read/abbrev.rs:413; src/read/mod.rs:385; src/read/mod.rs:529; src/read/unit.rs:2204,DWARF abbreviation parser panicked on DW_FORM_indirect + DW_FORM_implicit_const. Reconstructed from upstream issue #501/PR #502.,tarantula,true,142,373,187.000000,373,0.015889,0.041737,141,false,false,false,false,8937,src/read/abbrev.rs,413,pub fn implicit_const_value(&self) -> i64 {,ok
time-negative-year-weekday,time,panic-error-handling,https://github.com/time-rs/time,b71597cfe8254d5fc7aa4379a69763565a0b7c2d,0540d19a3e1c993428faa8b06605d35f411b35ce,manual_negative_year_weekday,manual_positive_year_weekday; manual_epoch_weekday,src/date.rs:545; src/date.rs:548; src/date.rs:549; src/date.rs:589,Date::weekday() panicked on negative years. Reconstructed from upstream issue #309.,ochiai,true,108,2520,1260.500000,2520,0.042857,1.000000,107,false,false,false,false,2520,src/date.rs,545,(day as i32 + (13 * (month as i32 + 1)) / 5 + adjusted_year + adjusted_year / 4,ok
time-negative-year-weekday,time,panic-error-handling,https://github.com/time-rs/time,b71597cfe8254d5fc7aa4379a69763565a0b7c2d,0540d19a3e1c993428faa8b06605d35f411b35ce,manual_negative_year_weekday,manual_positive_year_weekday; manual_epoch_weekday,src/date.rs:545; src/date.rs:548; src/date.rs:549; src/date.rs:589,Date::weekday() panicked on negative years. Reconstructed from upstream issue #309.,dstar2,true,108,2520,1260.500000,2520,0.042857,1.000000,107,false,false,false,false,2520,src/date.rs,545,(day as i32 + (13 * (month as i32 + 1)) / 5 + adjusted_year + adjusted_year / 4,ok
time-negative-year-weekday,time,panic-error-handling,https://github.com/time-rs/time,b71597cfe8254d5fc7aa4379a69763565a0b7c2d,0540d19a3e1c993428faa8b06605d35f411b35ce,manual_negative_year_weekday,manual_positive_year_weekday; manual_epoch_weekday,src/date.rs:545; src/date.rs:548; src/date.rs:549; src/date.rs:589,Date::weekday() panicked on negative years. Reconstructed from upstream issue #309.,tarantula,true,108,2520,1260.500000,2520,0.042857,1.000000,107,false,false,false,false,2520,src/date.rs,545,(day as i32 + (13 * (month as i32 + 1)) / 5 + adjusted_year + adjusted_year / 4,ok
rust-url-username-oob-slicing,rust-url,parser-panic,https://github.com/servo/rust-url,31bc0da54c659094dacb1434996f10ed1b46b5ae,9aac190f3bb4892713771b3cd10e1e2ad980094f,manual_set_hostname_username,manual_set_hostname_simple; manual_username_empty,url/src/lib.rs:732,Out-of-bounds slicing in Url::username() after set_hostname. Reconstructed from upstream PR #655.,ochiai,true,93,98,92.000000,13,0.040611,0.042795,92,false,false,false,false,2290,url/src/lib.rs,732,if self.has_authority() {,ok
rust-url-username-oob-slicing,rust-url,parser-panic,https://github.com/servo/rust-url,31bc0da54c659094dacb1434996f10ed1b46b5ae,9aac190f3bb4892713771b3cd10e1e2ad980094f,manual_set_hostname_username,manual_set_hostname_simple; manual_username_empty,url/src/lib.rs:732,Out-of-bounds slicing in Url::username() after set_hostname. Reconstructed from upstream PR #655.,dstar2,true,93,98,92.000000,13,0.040611,0.042795,92,false,false,false,false,2290,url/src/lib.rs,732,if self.has_authority() {,ok
rust-url-username-oob-slicing,rust-url,parser-panic,https://github.com/servo/rust-url,31bc0da54c659094dacb1434996f10ed1b46b5ae,9aac190f3bb4892713771b3cd10e1e2ad980094f,manual_set_hostname_username,manual_set_hostname_simple; manual_username_empty,url/src/lib.rs:732,Out-of-bounds slicing in Url::username() after set_hostname. Reconstructed from upstream PR #655.,tarantula,true,93,98,92.000000,13,0.040611,0.042795,92,false,false,false,false,2290,url/src/lib.rs,732,if self.has_authority() {,ok
serde-json-i32-min-exponent,serde_json,panic-error-handling,https://github.com/serde-rs/json,805f394f8b4165e4f365c27068eedc1d9cb6ac52,2161f0540f920b946454fba4928814a2cba1feb6,manual_parse_f64_i32_min_exponent,manual_parse_f64_large_negative_exponent; manual_parse_f64_small_exponent,src/de.rs:679,JSON float parsing panicked on minimum i32 exponent. Reconstructed from upstream fix 2161f054.,ochiai,true,82,125,69.000000,113,0.028015,0.042706,81,false,false,false,false,2927,src/de.rs,679,match POW10.get(exponent.abs() as usize) {,ok
serde-json-i32-min-exponent,serde_json,panic-error-handling,https://github.com/serde-rs/json,805f394f8b4165e4f365c27068eedc1d9cb6ac52,2161f0540f920b946454fba4928814a2cba1feb6,manual_parse_f64_i32_min_exponent,manual_parse_f64_large_negative_exponent; manual_parse_f64_small_exponent,src/de.rs:679,JSON float parsing panicked on minimum i32 exponent. Reconstructed from upstream fix 2161f054.,dstar2,true,82,125,69.000000,113,0.028015,0.042706,81,false,false,false,false,2927,src/de.rs,679,match POW10.get(exponent.abs() as usize) {,ok
serde-json-i32-min-exponent,serde_json,panic-error-handling,https://github.com/serde-rs/json,805f394f8b4165e4f365c27068eedc1d9cb6ac52,2161f0540f920b946454fba4928814a2cba1feb6,manual_parse_f64_i32_min_exponent,manual_parse_f64_large_negative_exponent; manual_parse_f64_small_exponent,src/de.rs:679,JSON float parsing panicked on minimum i32 exponent. Reconstructed from upstream fix 2161f054.,tarantula,true,82,125,69.000000,113,0.028015,0.042706,81,false,false,false,false,2927,src/de.rs,679,match POW10.get(exponent.abs() as usize) {,ok
fixedbitset-count-ones-even-block,fixedbitset,generic-trait,https://github.com/petgraph/fixedbitset,573e5c831e053734c50705649a495b23e504700a,4e88a9c39034fe09b546277e727dfa0a9b624b83,manual_count_ones_full_even_block_range,manual_count_ones_partial_even_block_range; manual_count_ones_odd_capacity_range,src/lib.rs:174,count_ones on full even-block range indexed out of bounds. Reconstructed from upstream issue #12/PR #13.,ochiai,true,28,32,18.500000,28,0.110672,0.126482,27,false,false,false,false,253,src/lib.rs,174,sum += (self.data[last_block] & mask_last_block).count_ones() as usize;,ok
fixedbitset-count-ones-even-block,fixedbitset,generic-trait,https://github.com/petgraph/fixedbitset,573e5c831e053734c50705649a495b23e504700a,4e88a9c39034fe09b546277e727dfa0a9b624b83,manual_count_ones_full_even_block_range,manual_count_ones_partial_even_block_range; manual_count_ones_odd_capacity_range,src/lib.rs:174,count_ones on full even-block range indexed out of bounds. Reconstructed from upstream issue #12/PR #13.,dstar2,true,28,32,18.500000,28,0.110672,0.126482,27,false,false,false,false,253,src/lib.rs,174,sum += (self.data[last_block] & mask_last_block).count_ones() as usize;,ok
fixedbitset-count-ones-even-block,fixedbitset,generic-trait,https://github.com/petgraph/fixedbitset,573e5c831e053734c50705649a495b23e504700a,4e88a9c39034fe09b546277e727dfa0a9b624b83,manual_count_ones_full_even_block_range,manual_count_ones_partial_even_block_range; manual_count_ones_odd_capacity_range,src/lib.rs:174,count_ones on full even-block range indexed out of bounds. Reconstructed from upstream issue #12/PR #13.,tarantula,true,28,32,18.500000,28,0.110672,0.126482,27,false,false,false,false,253,src/lib.rs,174,sum += (self.data[last_block] & mask_last_block).count_ones() as usize;,ok
toml-key-despan-release,toml,parser-panic,https://github.com/toml-rs/toml,09459439ad2ef3b15259c6c78ba4fa2671ff60be,c9b219296ca75d6bdf03fe6f4ca8756ea1335ca6,parse::manual_key_from_str_despan_long_key_short_document,parse::test_key_from_str; parse::dont_use_dotted_key_prefix_on_table_fuzz_57049,crates/toml_edit/src/key.rs:131,Key::from_str returned keys with spans from wrong document. Reconstructed from upstream issue #559/PR #560.,ochiai,true,155,617,313.000000,609,0.044681,0.177861,154,false,false,false,false,3469,crates/toml_edit/src/key.rs,131,parser::parse_key(s),ok
toml-key-despan-release,toml,parser-panic,https://github.com/toml-rs/toml,09459439ad2ef3b15259c6c78ba4fa2671ff60be,c9b219296ca75d6bdf03fe6f4ca8756ea1335ca6,parse::manual_key_from_str_despan_long_key_short_document,parse::test_key_from_str; parse::dont_use_dotted_key_prefix_on_table_fuzz_57049,crates/toml_edit/src/key.rs:131,Key::from_str returned keys with spans from wrong document. Reconstructed from upstream issue #559/PR #560.,dstar2,true,155,617,313.000000,609,0.044681,0.177861,154,false,false,false,false,3469,crates/toml_edit/src/key.rs,131,parser::parse_key(s),ok
toml-key-despan-release,toml,parser-panic,https://github.com/toml-rs/toml,09459439ad2ef3b15259c6c78ba4fa2671ff60be,c9b219296ca75d6bdf03fe6f4ca8756ea1335ca6,parse::manual_key_from_str_despan_long_key_short_document,parse::test_key_from_str; parse::dont_use_dotted_key_prefix_on_table_fuzz_57049,crates/toml_edit/src/key.rs:131,Key::from_str returned keys with spans from wrong document. Reconstructed from upstream issue #559/PR #560.,tarantula,true,155,617,313.000000,609,0.044681,0.177861,154,false,false,false,false,3469,crates/toml_edit/src/key.rs,131,parser::parse_key(s),ok
toml-unit-variant-map-key,toml,standard-logic,https://github.com/toml-rs/toml,1a32fa3eb59ee8e275796afbc7473d4cb7b8a023,ce8af747355fb98650cf5ba700a96e74c0be3894,manual_map_key_unit_variants,parse_enum_string; empty_arrays,src/ser/key.rs:99,Unit enum variants rejected as map keys. Reconstructed from upstream issue #319.,ochiai,true,8,22,11.500000,22,0.002435,0.006697,7,false,false,false,true,3285,src/ser/key.rs,99,Err(ErrorKind::KeyNotString.into()),ok
toml-unit-variant-map-key,toml,standard-logic,https://github.com/toml-rs/toml,1a32fa3eb59ee8e275796afbc7473d4cb7b8a023,ce8af747355fb98650cf5ba700a96e74c0be3894,manual_map_key_unit_variants,parse_enum_string; empty_arrays,src/ser/key.rs:99,Unit enum variants rejected as map keys. Reconstructed from upstream issue #319.,dstar2,true,8,22,11.500000,22,0.002435,0.006697,7,false,false,false,true,3285,src/ser/key.rs,99,Err(ErrorKind::KeyNotString.into()),ok
toml-unit-variant-map-key,toml,standard-logic,https://github.com/toml-rs/toml,1a32fa3eb59ee8e275796afbc7473d4cb7b8a023,ce8af747355fb98650cf5ba700a96e74c0be3894,manual_map_key_unit_variants,parse_enum_string; empty_arrays,src/ser/key.rs:99,Unit enum variants rejected as map keys. Reconstructed from upstream issue #319.,tarantula,true,8,22,11.500000,22,0.002435,0.006697,7,false,false,false,true,3285,src/ser/key.rs,99,Err(ErrorKind::KeyNotString.into()),ok
